"Id_aloj_1";"O0110";"O0111";"O0115";"O0120";"O0125";"O0130";"O0135";"O0140";"O0145";"O0150";"O0155";"O0160";"O0161";"O0162";"O0163";"O0165";"O0210";"O0211";"O0215";"O0220";"O0225";"O0230";"O0235";"O0240";"O0245";"O0250";"O0260";"O0261";"O0265";"O0310";"O0315";"O0320";"O0325";"O0330";"O0335";"O0340";"O0345";"O0350";"O0355";"O0360";"O0365";"O0370";"O0375"
"F1_28520";;;;;1;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28521";2;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28522";3;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28523";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28524";;;;;3;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28525";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28526";;3;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28527";;;1;;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28528";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28529";;;;;;1;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28530";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28531";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28532";;;;2;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28533";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28534";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28535";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28536";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28537";;;3;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28538";2;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28539";1;;;;3;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28540";;1;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28541";;;;;;;;;;;;;;;;;;2;;;;;;;3;;1;;;5;5;5;5;5;6;5;5;6;5;5;5;5;5
"F1_28542";2;3;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28543";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28544";2;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28545";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28546";1;;;;;2;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28547";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28548";1;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28549";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28550";;;;;;;;;;;;;;;;;;2;;;;;1;;;3;;;;2;4;2;3;4;4;4;2;4;3;3;3;3;3
"F1_28551";1;;;;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28552";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28553";1;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28554";2;;;;1;;;;;;;;;;3;;;;3;1;2;;;;;;;;;6;5;5;3;4;3;5;3;5;5;2;3;3;3
"F1_28555";;;;;;;;;;;;;;;;;;2;;;;;1;;;;3;;;2;2;3;3;2;4;2;3;2;3;3;3;2;1
"F1_28556";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28557";;;;;;;;;;;;;;;;;2;;3;;1;;;;;;;;;3;3;3;3;3;4;3;4;3;3;3;3;4;3
"F1_28558";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28559";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28560";;3;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28561";;;;;;;;;;;;;;;;;2;;3;1;;;;;;;;;;3;2;1;2;1;3;1;2;1;1;2;2;2;2
"F1_28562";;;;;;;;;;;;;;;;;;;;3;;;;;;1;;;2;2;3;1;1;1;2;3;1;3;4;3;2;1;2
"F1_28563";;;;;;;2;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28564";3;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28565";;;2;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28566";1;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28567";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28568";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28569";1;;;;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28570";;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28571";;;;;;;;;;;;;;;;;;3;;;;;2;;;1;;;;2;5;1;1;1;1;1;3;2;4;3;3;4;1
"F1_28572";;;;3;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28573";1;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28574";;;;;;;;;;;;;;;;;;;;;;;3;1;;2;;;;1;3;3;4;2;4;2;4;3;2;3;1;3;1
"F1_28575";;;2;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28576";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28577";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28578";3;;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28579";;1;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28580";1;;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28581";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28582";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28583";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28584";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28585";1;;;;;;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28586";;2;;;;;1;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28587";;;;;;;;;;;;;;;;;;;1;2;;;3;;;;;;;5;4;1;5;2;5;5;4;2;5;3;2;3;3
"F1_28588";;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28589";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28590";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28591";;3;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28592";2;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28593";;1;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28594";1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28595";1;;;;;;;;;;2;;;;;3;;1;;;;;3;;;2;;;;3;3;3;4;4;4;4;3;4;5;5;4;5;4
"F1_28596";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28597";;;;;3;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28598";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28599";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28600";;3;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28601";1;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28602";;1;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28603";2;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28604";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28605";1;;;;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28606";;;3;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28607";2;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28608";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28609";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28610";;3;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28611";;;;;;2;;;;3;;;1;;;;;;;1;2;;3;;;;;;;2;1;1;1;2;3;3;2;3;3;3;3;2;5
"F1_28612";1;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28613";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28614";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28615";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28616";;;;;;;1;;;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28617";;1;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28618";;;;;2;;;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28619";2;;;1;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28620";3;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28621";3;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28622";;;;;;;;;;;;;;;;;;;;2;;;;;;1;;;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1
"F1_28623";2;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28624";2;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28625";;;;;;;;;;;;;;;;;;;;;;;3;2;;1;;;;1;3;3;2;2;5;4;3;2;3;3;2;5;1
"F1_28626";1;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28627";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28628";3;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28629";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28630";3;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28631";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28632";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28633";;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28634";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28635";;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;3;3;3;1;1;1;1;1;3;3;3;1;1;1;1
"F1_28636";2;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28637";2;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28638";1;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28639";;;2;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28640";;1;;;;;;;;2;;;3;;;;;1;;;3;;;;;2;;;;3;3;3;3;2;2;2;3;5;5;4;4;3;4
"F1_28641";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28642";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28643";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28644";;1;;;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28645";;1;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28646";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28647";2;1;;;;;;;;;;;3;;;;;1;;3;;;;;;;;2;;4;5;2;5;2;5;5;5;3;5;5;2;5;5
"F1_28648";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28649";1;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28650";2;;;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28651";2;3;;;;;;;;;;;;;1;;;;1;3;;;;;2;;;;;4;4;4;4;4;4;4;2;4;4;4;4;4;4
"F1_28652";3;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28653";;1;;3;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28654";;;;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28655";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28656";1;;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28657";1;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28658";;3;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28659";;1;;;;;;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28660";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28661";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28662";;;;;3;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28663";2;;;;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28664";2;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28665";;;;;2;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28666";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28667";;2;;;;;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28668";2;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28669";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28670";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28671";;1;;;;;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28672";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28673";;;;;;;3;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28674";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28675";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28676";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28677";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28678";2;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28679";;;;;;;;;;;;;;;;;;;;;3;;2;;;1;;;;2;3;1;1;3;1;3;2;2;4;3;2;3;1
"F1_28680";2;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28681";3;;;;;1;;2;;;;;;;;;;3;;1;2;;;;;;;;;2;4;3;1;2;4;4;1;2;3;3;2;2;1
"F1_28682";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28683";;1;;;;;;;;3;;;2;;;;;3;;;;;2;;;1;;;;2;3;2;2;4;3;3;2;4;3;3;2;3;2
"F1_28684";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28685";;;;;3;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28686";;1;;3;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28687";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28688";2;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28689";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28690";2;;;;3;;1;;;;;;;;;;3;1;;;2;;;;;;;;;5;5;2;5;5;5;4;2;3;5;5;4;3;5
"F1_28691";2;;;1;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28692";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28693";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28694";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28695";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28696";2;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28697";;3;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28698";2;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28699";1;;2;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28700";;1;;;;;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28701";;3;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28702";;2;;;;;;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28703";;;;;;;;;;;;;;;;;3;;;1;;;;;;;;2;;3;6;2;6;3;3;3;1;6;3;2;3;4;3
"F1_28704";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28705";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28706";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28707";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28708";;;;;;;;;;;;;;;;;;;2;;3;;;;;;1;;;4;4;4;4;4;4;4;1;4;2;4;2;3;3
"F1_28709";;1;;3;;;;;;;;;2;;;;;;2;3;;;;;1;;;;;1;4;2;2;2;3;1;4;3;4;3;2;3;1
"F1_28710";2;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28711";3;;;1;2;;;;;;;;;;;;;;;;;;2;3;;1;;;;2;2;1;1;2;2;2;2;2;3;2;3;1;1
"F1_28712";;3;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28713";;;;;;;;;;;;;;;;;;;1;2;3;;;;;;;;;4;3;2;1;2;5;1;4;5;4;3;3;3;5
"F1_28714";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28715";;;;;2;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28716";;1;;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28717";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28718";;2;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28719";2;;;;;3;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28720";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28721";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28722";3;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28723";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28724";1;3;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28725";;1;;2;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28726";2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28727";;2;;;;3;1;;;;;;;;;;3;;2;;1;;;;;;;;;2;5;5;5;6;1;3;2;4;6;2;3;5;6
"F1_28728";3;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28729";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28730";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28731";;2;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28732";3;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28733";;3;;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28734";3;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28735";2;;;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28736";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28737";;;;;;;;;;;;;;;;;;3;;;;;2;;;1;;;;1;1;1;2;1;5;1;1;4;1;1;2;1;1
"F1_28738";;;;1;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28739";;2;;;;;1;;;;;;3;;;;;;;;;;2;;;1;;;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1
"F1_28740";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28741";;;;;;;;;;;;;;;;;;2;;;;;3;;;1;;;;3;4;3;4;3;6;3;3;5;4;4;3;3;3
"F1_28742";;2;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28743";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28744";;;;;;;;;;;;;;;;;;;;;3;;1;;;2;;;;5;2;2;5;4;4;4;5;4;5;4;5;3;5
"F1_28745";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28746";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28747";;;2;;;;1;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28748";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28749";2;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28750";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28751";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28752";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28753";3;;;;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28754";2;1;;;;;;;;;;;3;;;;;;1;;;;;;;;3;2;;2;3;2;2;2;1;2;3;3;3;2;2;2;1
"F1_28755";;;;;;;;;;;;;;;;;2;1;;;;;;3;;;;;;2;3;3;2;3;5;3;3;4;4;4;3;3;3
"F1_28756";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28757";;2;;;3;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28758";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28759";3;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28760";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28761";;;;;;;;;;;;;;;;;;;;;1;2;;;;;3;;;3;4;4;4;4;4;4;4;4;4;4;4;4;4
"F1_28762";;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28763";;2;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28764";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28765";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28766";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28767";2;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28768";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28769";;;2;;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28770";2;;;;;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28771";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28772";3;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_28773";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
