"Id_aloj_1";"N_Individuo";"N_Pass";"Tipo_Passe";"Tipo_Passe_Dsg";"Passe_Tarifa";"Passe_Tarifa_Dsg";"Passe_Intermodal";"Passe_Intermodal_Dsg";"Passe_Operador1";"Passe_Operador1_Dsg";"Passe_Operador2";"Passe_Operador2_Dsg";"Passe_Operador3";"Passe_Operador3_Dsg"
"F1_29906";1;1;1;"Rede de um operador";2;"Gratuito";;;46;"Metro do Porto";;;;
"F1_29909";2;1;1;"Rede de um operador";1;"Sem redução";;;52;"Seluve/ Espirito Santo";;;;
"F1_29909";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_29911";2;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_29913";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_29914";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_29916";1;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_29918";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";52;"Seluve/ Espirito Santo"
"F1_29918";2;1;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";46;"Metro do Porto";52;"Seluve/ Espirito Santo"
"F1_29919";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_29920";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_29921";1;1;3;"Passes intermodais/sociais ";5;"Sénior";14;"Andante - Z3";;;;;;
"F1_29925";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_29925";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_29927";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_29928";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_29930";2;1;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";46;"Metro do Porto";36;"CP"
"F1_29931";5;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_29933";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_29934";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_29936";3;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_29937";1;2;1;"Rede de um operador";2;"Gratuito";;;46;"Metro do Porto";;;;
"F1_29937";1;1;2;"Linha de um operador";2;"Gratuito";;;54;"Transdev / Caima";;;;
"F1_29940";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_29943";1;1;3;"Passes intermodais/sociais ";8;"Social +";15;"Andante - Z4";;;;;;
"F1_29946";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_29947";1;1;1;"Rede de um operador";2;"Gratuito";;;46;"Metro do Porto";;;;
"F1_29950";1;1;3;"Passes intermodais/sociais ";9;"Outro";13;"Andante - Z2";;;;;;
"F1_29950";4;1;3;"Passes intermodais/sociais ";9;"Outro";14;"Andante - Z3";;;;;;
"F1_29955";3;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_29959";2;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_29960";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_29967";1;1;1;"Rede de um operador";5;"Sénior";;;46;"Metro do Porto";;;;
"F1_29973";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_29977";1;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_29981";5;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_29982";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_29982";4;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_29982";5;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_29984";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_29990";1;1;1;"Rede de um operador";5;"Sénior";;;46;"Metro do Porto";;;;
"F1_29992";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_29992";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_29996";1;1;3;"Passes intermodais/sociais ";5;"Sénior";14;"Andante - Z3";;;;;;
"F1_29996";2;1;3;"Passes intermodais/sociais ";5;"Sénior";14;"Andante - Z3";;;;;;
"F1_29997";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_29997";2;2;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_29997";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_29998";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_30000";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30000";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30005";1;1;1;"Rede de um operador";8;"Social +";;;46;"Metro do Porto";;;;
"F1_30009";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30012";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_30017";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_30017";2;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_30020";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30020";1;3;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30020";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_30020";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30020";1;2;1;"Rede de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_30022";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_30023";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";50;"Resende"
"F1_30024";1;1;1;"Rede de um operador";5;"Sénior";;;53;"STCP";;;;
"F1_30026";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_30027";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_30028";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_30029";1;1;3;"Passes intermodais/sociais ";5;"Sénior";13;"Andante - Z2";;;;;;
"F1_30030";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30030";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_30034";1;2;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_30034";2;1;4;"Combido entre operadores";5;"Sénior";;;46;"Metro do Porto";41;"JES/ Espirito Santo";;
"F1_30034";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_30036";1;1;2;"Linha de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_30038";1;2;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30038";1;3;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30038";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30038";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30038";4;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30038";5;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30038";6;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30038";3;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30040";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30042";3;1;4;"Combido entre operadores";4;"Sub23";;;46;"Metro do Porto";53;"STCP";52;"Seluve/ Espirito Santo"
"F1_30044";2;1;1;"Rede de um operador";8;"Social +";;;46;"Metro do Porto";;;;
"F1_30046";1;1;2;"Linha de um operador";1;"Sem redução";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
"F1_30046";2;1;2;"Linha de um operador";9;"Outro";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
"F1_30048";1;1;2;"Linha de um operador";8;"Social +";;;46;"Metro do Porto";;;;
"F1_30048";3;1;2;"Linha de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30048";2;1;2;"Linha de um operador";8;"Social +";;;46;"Metro do Porto";;;;
"F1_30049";3;1;3;"Passes intermodais/sociais ";7;"Crianças";13;"Andante - Z2";;;;;;
"F1_30050";1;1;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";46;"Metro do Porto";60;"UTC (União de Transportes dos Carvalhos)"
"F1_30050";1;3;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";60;"UTC (União de Transportes dos Carvalhos)"
"F1_30050";3;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";60;"UTC (União de Transportes dos Carvalhos)"
"F1_30050";3;2;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";60;"UTC (União de Transportes dos Carvalhos)"
"F1_30050";1;2;1;"Rede de um operador";1;"Sem redução";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
"F1_30053";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";13;"Andante - Z2";;;;;;
"F1_30053";2;1;4;"Combido entre operadores";6;"Pensionistas e reformados";;;41;"JES/ Espirito Santo";53;"STCP";62;"Outro"
"F1_30055";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";41;"JES/ Espirito Santo"
"F1_30057";3;1;4;"Combido entre operadores";4;"Sub23";;;46;"Metro do Porto";53;"STCP";;
"F1_30061";1;1;3;"Passes intermodais/sociais ";8;"Social +";17;"Andante - Z6";;;;;;
"F1_30066";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_30066";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";14;"Andante - Z3";;;;;;
"F1_30067";1;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_30073";1;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_30073";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30077";1;2;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_30077";1;1;2;"Linha de um operador";1;"Sem redução";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
"F1_30078";4;1;1;"Rede de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_30080";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30081";1;1;1;"Rede de um operador";1;"Sem redução";;;63;"Não sabe";;;;
"F1_30082";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30085";2;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_30087";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_30087";3;1;3;"Passes intermodais/sociais ";3;"4_18";13;"Andante - Z2";;;;;;
"F1_30087";2;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_30089";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30090";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30092";2;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30098";1;2;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30098";1;3;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_30098";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30099";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30101";3;1;1;"Rede de um operador";3;"4_18";;;53;"STCP";;;;
"F1_30104";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30104";1;3;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30104";1;2;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30106";1;1;2;"Linha de um operador";6;"Pensionistas e reformados";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
"F1_30106";1;2;2;"Linha de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_30109";2;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";36;"CP";;
"F1_30109";2;2;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";36;"CP";;
"F1_30109";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30110";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30119";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30120";3;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_30120";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";24;"Outro";;;;;;
"F1_30123";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30123";3;1;3;"Passes intermodais/sociais ";3;"4_18";13;"Andante - Z2";;;;;;
"F1_30125";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30125";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30125";1;1;1;"Rede de um operador";2;"Gratuito";;;36;"CP";;;;
"F1_30126";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30129";3;1;2;"Linha de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_30130";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;53;"STCP";;;;
"F1_30132";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30132";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30139";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
"F1_30141";1;2;4;"Combido entre operadores";8;"Social +";;;46;"Metro do Porto";60;"UTC (União de Transportes dos Carvalhos)";;
"F1_30141";3;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_30141";1;1;4;"Combido entre operadores";8;"Social +";;;46;"Metro do Porto";60;"UTC (União de Transportes dos Carvalhos)";;
"F1_30142";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_30146";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_30147";2;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30154";3;1;2;"Linha de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30158";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30158";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30162";1;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30162";3;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30163";3;1;3;"Passes intermodais/sociais ";4;"Sub23";13;"Andante - Z2";;;;;;
"F1_30166";3;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30166";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30167";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30170";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30171";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30171";1;2;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_30171";3;1;1;"Rede de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_30171";4;1;1;"Rede de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_30171";2;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30172";2;1;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";46;"Metro do Porto";;
"F1_30172";2;2;4;"Combido entre operadores";1;"Sem redução";;;53;"STCP";46;"Metro do Porto";;
"F1_30173";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30174";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";14;"Andante - Z3";;;;;;
"F1_30174";1;2;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30174";3;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30177";2;1;2;"Linha de um operador";4;"Sub23";;;36;"CP";;;;
"F1_30182";2;1;2;"Linha de um operador";6;"Pensionistas e reformados";;;46;"Metro do Porto";;;;
"F1_30183";1;1;3;"Passes intermodais/sociais ";8;"Social +";13;"Andante - Z2";;;;;;
"F1_30183";2;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_30183";3;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_30184";3;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30185";3;1;4;"Combido entre operadores";3;"4_18";;;46;"Metro do Porto";41;"JES/ Espirito Santo";53;"STCP"
"F1_30188";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30189";1;2;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30189";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30195";1;1;1;"Rede de um operador";1;"Sem redução";;;53;"STCP";;;;
"F1_30197";4;1;4;"Combido entre operadores";9;"Outro";;;46;"Metro do Porto";53;"STCP";60;"UTC (União de Transportes dos Carvalhos)"
"F1_30197";5;1;3;"Passes intermodais/sociais ";8;"Social +";24;"Outro";;;;;;
"F1_30199";1;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_30201";1;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30201";2;1;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30202";1;1;2;"Linha de um operador";1;"Sem redução";;;41;"JES/ Espirito Santo";;;;
"F1_30203";3;1;2;"Linha de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_30203";1;1;2;"Linha de um operador";2;"Gratuito";;;46;"Metro do Porto";;;;
"F1_30206";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30210";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30215";1;2;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30215";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";61;"Valpi ";;
"F1_30216";3;1;1;"Rede de um operador";4;"Sub23";;;53;"STCP";;;;
"F1_30218";5;1;1;"Rede de um operador";3;"4_18";;;46;"Metro do Porto";;;;
"F1_30220";1;2;1;"Rede de um operador";1;"Sem redução";;;41;"JES/ Espirito Santo";;;;
"F1_30220";3;1;3;"Passes intermodais/sociais ";4;"Sub23";14;"Andante - Z3";;;;;;
"F1_30220";1;1;3;"Passes intermodais/sociais ";8;"Social +";14;"Andante - Z3";;;;;;
"F1_30224";1;1;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";20;"Andante - Z9";;;;;;
"F1_30224";1;2;3;"Passes intermodais/sociais ";6;"Pensionistas e reformados";20;"Andante - Z9";;;;;;
"F1_30225";1;1;3;"Passes intermodais/sociais ";1;"Sem redução";20;"Andante - Z9";;;;;;
"F1_30227";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";47;"MGC (Moreira Gomes & Costas)";41;"JES/ Espirito Santo"
"F1_30230";2;1;2;"Linha de um operador";1;"Sem redução";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
"F1_30241";1;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30241";2;1;2;"Linha de um operador";2;"Gratuito";;;56;"Transdev Norte";;;;
"F1_30248";1;1;3;"Passes intermodais/sociais ";8;"Social +";15;"Andante - Z4";;;;;;
"F1_30252";1;1;2;"Linha de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_30252";2;1;2;"Linha de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30260";1;1;4;"Combido entre operadores";1;"Sem redução";;;46;"Metro do Porto";53;"STCP";50;"Resende"
"F1_30262";3;1;2;"Linha de um operador";2;"Gratuito";;;31;"Arriva";;;;
"F1_30276";5;1;2;"Linha de um operador";3;"4_18";;;49;"Pacense";;;;
"F1_30276";4;1;2;"Linha de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30280";3;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30281";3;1;1;"Rede de um operador";4;"Sub23";;;62;"Outro";;;;
"F1_30285";7;1;1;"Rede de um operador";2;"Gratuito";;;44;"Maia Transportes";;;;
"F1_30285";6;1;1;"Rede de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_30289";1;1;1;"Rede de um operador";4;"Sub23";;;44;"Maia Transportes";;;;
"F1_30289";4;1;1;"Rede de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_30290";4;1;3;"Passes intermodais/sociais ";1;"Sem redução";13;"Andante - Z2";;;;;;
"F1_30297";5;1;4;"Combido entre operadores";4;"Sub23";;;46;"Metro do Porto";36;"CP";53;"STCP"
"F1_30298";1;1;2;"Linha de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_30300";4;1;1;"Rede de um operador";3;"4_18";;;44;"Maia Transportes";;;;
"F1_30300";5;1;1;"Rede de um operador";2;"Gratuito";;;44;"Maia Transportes";;;;
"F1_30303";3;1;4;"Combido entre operadores";3;"4_18";;;36;"CP";46;"Metro do Porto";;
"F1_30311";1;1;3;"Passes intermodais/sociais ";8;"Social +";24;"Outro";;;;;;
"F1_30311";1;2;1;"Rede de um operador";1;"Sem redução";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
"F1_30312";2;1;2;"Linha de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_30312";2;2;1;"Rede de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30314";2;1;1;"Rede de um operador";2;"Gratuito";;;44;"Maia Transportes";;;;
"F1_30323";3;1;2;"Linha de um operador";2;"Gratuito";;;44;"Maia Transportes";;;;
"F1_30330";1;1;1;"Rede de um operador";1;"Sem redução";;;31;"Arriva";;;;
"F1_30339";1;1;1;"Rede de um operador";9;"Outro";;;36;"CP";;;;
"F1_30364";3;1;1;"Rede de um operador";9;"Outro";;;36;"CP";;;;
"F1_30364";3;2;2;"Linha de um operador";4;"Sub23";;;36;"CP";;;;
"F1_30367";3;1;1;"Rede de um operador";4;"Sub23";;;36;"CP";;;;
"F1_30371";1;1;2;"Linha de um operador";1;"Sem redução";;;46;"Metro do Porto";;;;
"F1_30372";1;2;2;"Linha de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_30372";2;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_30372";1;1;1;"Rede de um operador";9;"Outro";;;56;"Transdev Norte";;;;
"F1_30391";2;1;1;"Rede de um operador";3;"4_18";;;36;"CP";;;;
"F1_30396";1;1;1;"Rede de um operador";9;"Outro";;;46;"Metro do Porto";;;;
"F1_30398";3;1;4;"Combido entre operadores";8;"Social +";;;31;"Arriva";56;"Transdev Norte";;
"F1_30403";1;1;2;"Linha de um operador";1;"Sem redução";;;56;"Transdev Norte";;;;
"F1_30406";1;1;4;"Combido entre operadores";1;"Sem redução";;;36;"CP";46;"Metro do Porto";;
"F1_30436";3;1;2;"Linha de um operador";1;"Sem redução";;;49;"Pacense";;;;
"F1_324";1;1;2;"Linha de um operador";5;"Sénior";;;47;"MGC (Moreira Gomes & Costas)";;;;
"F1_324";1;2;1;"Rede de um operador";5;"Sénior";;;36;"CP";;;;
"F1_325";4;1;1;"Rede de um operador";2;"Gratuito";;;38;"Feirense";;;;
"F1_334";3;1;2;"Linha de um operador";2;"Gratuito";;;54;"Transdev / Caima";;;;
"F1_334";4;1;2;"Linha de um operador";2;"Gratuito";;;54;"Transdev / Caima";;;;
"F1_338";3;1;1;"Rede de um operador";4;"Sub23";;;56;"Transdev Norte";;;;
"F1_338";3;2;2;"Linha de um operador";4;"Sub23";;;46;"Metro do Porto";;;;
"F1_351";2;1;2;"Linha de um operador";1;"Sem redução";;;36;"CP";;;;
"F1_35752";3;1;1;"Rede de um operador";9;"Outro";;;54;"Transdev / Caima";;;;
"F1_35752";4;1;1;"Rede de um operador";8;"Social +";;;55;"Transdev Douro";;;;
"F1_35796";3;1;2;"Linha de um operador";9;"Outro";;;62;"Outro";;;;
"F1_358";3;1;4;"Combido entre operadores";9;"Outro";;;36;"CP";46;"Metro do Porto";;
"F1_358";3;2;1;"Rede de um operador";9;"Outro";;;36;"CP";;;;
"F1_35860";5;1;1;"Rede de um operador";7;"Crianças";;;54;"Transdev / Caima";;;;
"F1_35864";3;1;1;"Rede de um operador";7;"Crianças";;;54;"Transdev / Caima";;;;
"F1_35871";1;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;54;"Transdev / Caima";;;;
"F1_35871";2;1;1;"Rede de um operador";6;"Pensionistas e reformados";;;54;"Transdev / Caima";;;;
"F1_35885";3;1;2;"Linha de um operador";3;"4_18";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
"F1_35891";6;1;2;"Linha de um operador";7;"Crianças";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
"F1_35896";1;1;1;"Rede de um operador";2;"Gratuito";;;60;"UTC (União de Transportes dos Carvalhos)";;;;
